"unique_id","survey_id","country","incentive","participation_context","duration","start_date","end_date","university","eligibility_ug","eligibility_stats","degree_level_maths","degree_level_maths_specify","degree_year","age","gender","math_edu_grade","math_edu_grade_sat","math_edu_grade_act","math_edu_grade_gcse","math_edu_grade_a_level","math_edu_mths","stats_edu_grade","stats_edu_grade_edited","stats_edu_first_module","stats_edu_module_1","stats_edu_grade_1","stats_edu_grade_2","all_stats_modules","is_university","is_stats_module","average_overall_grade","is_stats_module_code","mod_start_date","mod_end_date","software_excel","software_jamovi","software_jasp","software_r","software_sas","software_spss_amos","software_spss_stats","software_none","software_other","software_specify","freq_or_bayes","topic_covariates","topic_algebra","topic_anova","topic_bayes_factors","topic_bayes_theorem","topic_bootstrapping","topic_calculus","topic_casual_inference","topic_causality","topic_conf_ints","topic_correlation","topic_data_wrangling","topic_data_vis","topic_distributions","topic_descriptive_stats","topic_effect_sizes","topic_exp_design","topic_factor_analysis","topic_moderation","topic_linear_models","topic_logistic_reg","topic_mediation","topic_meta_analysis","topic_assumptions","topic_multi_comparisons","topic_multi_regression","topic_non_para","topic_nhst","topic_ols","topic_open_science","topic_philosophy","topic_probability","topic_psychometrics","topic_qual","topic_reliability","topic_regression","topic_rep_crisis","topic_report_writing","topic_robust_tests","topic_power","topic_software","topic_ttest","STARS_TestAnxiety","STARS_InterpretationAnxiety","STARS_HelpAnxiety","STARS_Total","STICSA_Cognitive","STICSA_Somatic","STICSA_Total","RTAS_Worry","RTAS_Tension","RTAS_TestIrrelevantThinking","RTAS_BodilySymptoms","RTAS_Total","BFNE_Total","LSAS_SocialInteraction","LSAS_Performance","LSAS_Total","IUS_Prospective","IUS_Inhibitory","IUS_Total","CAS_creativity","CAS_noncreativity","NGSE_Mean","ATMS_Persistence_Total"
"47dc6b33","amsterdam","Netherlands","Credits","Remotely, in own time",7943,"8/3/2021","8/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods & Statistics","7.5",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,10,57,22,19,41,12,15,11,11,49,12,21,23,44,15,14,29,19,10,3.625,24
"495d547f","amsterdam","Netherlands","Credits","Remotely, in own time",4125,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","UPF data analysis","7.6",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,38,9,83,32,30,62,10,19,14,14,57,14,15,23,38,14,13,27,11,19,4.625,30
"498a5f25","amsterdam","Netherlands","Credits","Remotely, in own time",1305,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,37,12,81,NA,25,NA,18,13,13,17,61,23,26,34,60,18,19,37,25,26,3.875,20
"533a830a","amsterdam","Netherlands","Credits","Remotely, in own time",2821,"9/3/2021","9/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","26+","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Statistics 1 & 2 (another university)",NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,5,28,14,13,27,7,8,5,7,27,8,22,25,47,15,13,28,13,8,3.625,25
"53b45c26","amsterdam","Netherlands","Credits","Remotely, in own time",1441,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","6",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,19,7,49,27,24,51,13,14,10,13,50,32,25,27,52,23,17,40,15,24,3.5,20
"559f33c2","amsterdam","Netherlands","Credits","Remotely, in own time",1439,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods & Statistics","8",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,21,7,62,36,30,66,19,19,20,18,76,40,31,32,63,26,25,51,21,18,4.125,27
"564d20dd","amsterdam","Netherlands","Credits","Remotely, in own time",2557,"4/3/2021","4/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","7.5",NA,"Research Methods & Statistics, Behavioral Data Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,11,49,28,15,43,12,14,6,11,43,33,27,28,55,13,12,25,26,17,2.875,25
"56af674d","amsterdam","Netherlands","Credits","Remotely, in own time",7173,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research methods and Statistics","7.52",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15,8,47,30,27,57,12,13,8,8,41,40,34,31,65,20,18,38,14,8,4.125,29
"582005f3","amsterdam","Netherlands","Credits","Remotely, in own time",1985,"9/3/2021","9/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","research methods and Statistics","7",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,4,38,21,13,34,18,20,11,15,64,17,14,19,33,15,16,31,9,27,4.125,28
"58f92a8c","amsterdam","Netherlands","Credits","Remotely, in own time",3753,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17,10,46,24,19,43,19,17,7,15,58,32,30,32,62,19,19,38,27,18,3.25,22
"601383a8","amsterdam","Netherlands","Credits","Remotely, in own time",2088,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","6.5",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,32,13,68,27,26,53,9,12,6,9,36,25,32,36,68,17,14,31,27,20,4.25,28
"604a4df3","amsterdam","Netherlands","Credits","Remotely, in own time",1845,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","22-25","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29,14,68,25,16,41,15,15,14,11,55,27,29,30,59,10,14,24,20,18,2.125,25
"617c3167","amsterdam","Netherlands","Credits","Remotely, in own time",3546,"8/3/2021","8/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,7,40,15,13,28,11,12,7,9,39,18,15,21,36,13,12,25,11,12,4.375,27
"6244431d","amsterdam","Netherlands","Credits","Remotely, in own time",2219,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,11,59,16,21,37,11,15,8,12,46,27,25,34,59,15,14,29,18,8,4.5,25
"648ff768","amsterdam","Netherlands","Credits","Remotely, in own time",1646,"4/3/2021","4/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,12,65,29,14,43,16,15,7,9,47,35,32,32,64,19,27,46,33,14,4.25,25
"687cf973","amsterdam","Netherlands","Credits","Remotely, in own time",2472,"9/3/2021","9/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","7.5",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12,4,33,14,22,36,16,21,7,15,59,34,19,21,40,10,16,26,11,9,3.625,28
"6f2d1968","amsterdam","Netherlands","Credits","Remotely, in own time",1449,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Statistics in Pschology and Allied Fields","7","7.5","Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,13,56,16,16,32,10,8,9,9,36,30,26,25,51,16,10,26,17,12,3.875,27
"6f5f0955","amsterdam","Netherlands","Credits","Remotely, in own time",1457,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","Yes (please specify)","Statistics","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,38,13,86,10,12,22,16,13,9,15,53,18,20,22,42,18,13,31,13,8,3.125,17
"6f79c9d2","amsterdam","Netherlands","Credits","Remotely, in own time",1549,"4/3/2021","4/3/2021","University of Amsterdam","Yes","Yes","Yes (please specify)","Statistics","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","85",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,27,12,69,31,26,57,19,22,10,17,68,32,31,39,70,14,20,34,32,17,3,24
"6ff24c73","amsterdam","Netherlands","Credits","Remotely, in own time",2121,"8/3/2021","8/3/2021","University of Amsterdam","Yes","Yes","Yes (please specify)","Statistics","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No",NA,"8",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,31,12,70,20,17,37,9,13,9,12,43,20,19,23,42,12,12,24,21,16,3.5,27
"73880f81","amsterdam","Netherlands","Credits","Remotely, in own time",2922,"9/3/2021","9/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods & Statistics","8",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,17,6,46,25,13,38,8,8,5,8,29,14,21,17,38,17,22,39,22,9,4.125,30
"7b443616","amsterdam","Netherlands","Credits","Remotely, in own time",1794,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","No",NA,"2nd Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research methods and Statistics","6","7","Scientific and Statistical Reasoning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17,6,48,19,13,32,10,12,12,9,43,25,14,22,36,12,9,21,12,8,3.75,29
"7d8c46f3","amsterdam","Netherlands","Credits","Remotely, in own time",1615,"10/3/2021","10/3/2021","University of Amsterdam","Yes","Yes","Yes (please specify)","Statistics","2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","research and Statistics","6",NA,"Scientific and Statistical Reasoning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,40,8,80,21,17,38,10,15,11,12,48,26,25,27,52,12,9,21,21,23,3.75,15
"7f7b4b78","amsterdam","Netherlands","Credits","Remotely, in own time",1914,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","26+","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","CIMA Statistics year 1","75",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,6,38,11,12,23,8,9,5,9,31,10,21,23,44,9,9,18,14,11,3.75,25
"82c46d38","amsterdam","Netherlands","Credits","Remotely, in own time",2841,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods & Statistics","8.5",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,4,38,15,15,30,9,13,6,10,38,22,18,23,41,6,6,12,18,10,3.75,26
"8af0f1fd","amsterdam","Netherlands","Credits","Remotely, in own time",1206,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,35,8,70,22,26,48,10,17,9,11,47,12,29,39,68,23,23,46,27,15,4,32
"916a41bf","amsterdam","Netherlands","Credits","Remotely, in own time",2968,"10/3/2021","10/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research methods and Statistics","5","0","Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,23,8,59,15,13,28,12,15,5,9,41,8,15,15,30,10,6,16,8,15,3.625,26
"91a3994a","amsterdam","Netherlands","Credits","Remotely, in own time",3192,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods & Statistics","8",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,9,35,14,16,30,9,12,8,11,40,28,18,25,43,15,12,27,12,8,3.75,28
"91b6d27f","amsterdam","Netherlands","Credits","Remotely, in own time",1679,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","Yes (please specify)","Statistics","3rd Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Quantitative Data Analysis 1","6.5","6.5","Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,4,29,14,12,26,9,9,9,9,36,11,14,14,28,14,9,23,14,9,4.625,25
"95486343","amsterdam","Netherlands","Credits","Remotely, in own time",3065,"7/3/2021","7/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Mathematics I","8","9","Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,16,11,51,27,31,58,19,20,6,19,64,23,24,29,53,15,19,34,11,13,3.875,34
"970026f2","amsterdam","Netherlands","Credits","Remotely, in own time",3318,"4/3/2021","4/3/2021","University of Amsterdam","Yes","Yes","No",NA,"2nd Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research Methods and Statistics","6","6.5","Scientific and Statistical Reasoning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,9,57,23,31,54,13,12,7,10,42,24,30,38,68,16,20,36,23,17,3.75,21
"97da0d14","amsterdam","Netherlands","Credits","Remotely, in own time",1154,"5/3/2021","5/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,31,6,53,14,11,25,9,8,8,10,35,16,24,21,45,14,9,23,17,10,4.75,11
"98972c15","amsterdam","Netherlands","Credits","Remotely, in own time",2399,"6/3/2021","6/3/2021","University of Amsterdam","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Research methods and Statistics","6.5",NA,"Research Methods & Statistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,33,9,70,28,14,42,16,14,9,10,49,31,35,36,71,15,16,31,23,9,3.875,22
